text,label,source
Udah udah lah dengki ya dah vaksin dah ku tok. Kau udah lom? Lom! Kerajaan kau lembab!!,negative,malaya
"Kalau lah aku boleh mencarut kat fb, dah lama kau kena bang.",negative,malaya
Rasa mau pijak2 muka orang sekarang ni. Tapi hanya mampu berimaginasi.,negative,malaya
"Tula dah terfikir dah macam mana orang kat luar tu.. Diorang nak makan pun fikir banyak kali. Macam manalah kerajaan boleh tido nyenyak malam2? Berapa sangatlah bantuan tu.. Kalau kerajaan rugi pun kejap je boleh naik balik, orang lain yang nak terus hidup tu tak fikir?",negative,malaya
"Dengan personaliti besar seperti Tun Dr Mahathir Mohamad dan presidennya, Tan Sri Muhyiddin Yassin, dan PPBM boleh menembusi ke kawasan-kawasan Melayu untuk meraih undi.",positive,malaya
""" kecuali kalau saya Yang pakai"" ujar Jaafar On kepada wartawan. Gurau.",neutral,malaya
Polis Subang Jaya khasnya tidak pernah terbabit secara langsung atau berkrompomi dengan aktiviti penarikan kenderaan dijalankan institusi kewangan.,positive,malaya
"Waktu darurat, kerajaan PN gadai aset negara? Lapangan Terbang Subang (LTSAAS) akan dijual kepada tauke? Konsesi s https://t.co/L3Sh0YyOrC",negative,malaya
Tiada usaha sabotaj perlu dilakukan mana-mana pihak,positive,malaya
peperangan siber tidak boleh dianggap remeh dan dibiarkan berlalu begitu sahaja lebih-lebih lagi golongan muda kini menghuni dalam alam maya yang dilihat mampu memberi sokongan kepada pihak kerajaan jika kena pada isunya,positive,malaya
18 Julai 2021- YBhg Datuk Ramlee Bohani Timbalan Ketua UMNO Bahagian Pulai menyantuni serta menyampaikan bantuan makanan asas kepada penduduk Blok C PPR Kempas Permai sempena Sambutan Aidiladha... https://t.co/Q84As0mDk0 https://t.co/UVRS5Mxbzv,positive,malaya
Inflasi dan pengangguran pada paras rendah,positive,malaya
finally potong jugak gelangnya https://t.co/C9okV5FA63,positive,malaya
Batu! Senku sedang overthinking sebelum tidur https://t.co/pPrb6fnDmw,negative,malaya
better la kerajaan negeri penang tu pikir macamana nak improve connectivity mainland dgn island area e.g. lrt stati https://t.co/RAytTdWrIo,positive,malaya
"""ih ada cewek cantik. but, she is mine hihi"" [ #TMSD #JUNKYU #TreasureMakerSelcaDay #TeumeSelcaDay @treasuremembers ] https://t.co/E5vsY3LrdP",positive,malaya
Dia duduk di belakang kelas dan hanya menangis sepanjang hari.,negative,malaya
@DhyIbrahim SIAPA!!,negative,malaya
Jadilah seorang yang profesional dan bertindak matang,positive,malaya
kejatuhan nilai mata wang sesebuah negara dilihat seolah-olah satu tanda kemiskinan,negative,malaya
"Kita pertahankan hak keistimewaan Melayu, agama Islam sebagai agama persekutuan, bahasa Melayu sebagai bahasa kebangsaan dan kedaulatan",positive,malaya
Of cos I team minum #VIDAC je. Tak kuasa I nak perah buah semata2 nak dpt 1000mg Vitamin C Siap ada perisa masa https://t.co/N2m89m0dgV,negative,malaya
DAP weiii.. DAP!!! ni yang hampa dok takut sangat!!!,negative,malaya
Baru lepas beli baju tidur ciut ciut utk kat rumah. Nak jalan mane beli baju cantik2 beli je baju tidur cantik2 huh https://t.co/hS8PHD9KyS,positive,malaya
"Saya menjangkakan yang saya akan didenda... mungkin saya dan Johari, (didenda) sejumlah RM1 juta, dan jika kami tidak dapat membayar jumlah itu, mungkin kami terpaksa menghabiskan masa dalam penjara.",negative,malaya
Kerajaan kelantan wakpoi tu?,negative,malaya
Orang ramai dinasihatkan agar sentiasa waspada serta berhati-hati dan menyemak kesahihan tawaran-tawaran seperti ini dengan menghubungi pihak kementerian atau jabatan berkaitan melalui saluran komunikasi rasmi,positive,malaya
"Just posted a photo @ Kg Kelewek, Tanah Merah https://t.co/YlSmoEBxAS",neutral,malaya
sanggah isu remeh yang tidak mempunyai fakta,negative,malaya
"kita juga perlu menyelami nilai kemanusiaan dan menjadikan dakwah sebagai agenda utama. Maka tidak wajar untuk kita menghukum, mencaci sehingga mampu menjadi fitnah kembali ke atas agama Islam.",positive,malaya
Selamat Menyambut Hari Arkib Antarabangsa 2021 Empowering Archives And The Profession Ikhlas daripada Warga Per https://t.co/cMzEfkejV4,positive,malaya
"Setelah mendapat bukti yang cukup dan merujuk kepada pihak pendakwaan, kita akan bertindak dan mendakwanya di mahkamah",positive,malaya
Cringe betul la dengan dia ni,negative,malaya
"Apabila dokumen tidak sah, menyebabkan apabila kelahiran berlaku anak-anak tidak dapat didaftarkan. ",negative,malaya
Kementerian amat berbesar hati dengan kesungguhan mereka yang terlibat dalam memastikan hak-hak pekerja tidak didiskriminasikan seperti yang termaktub dalam Perlembagaan,positive,malaya
"Harap bila next PRU, parlimen dah dissolve, depa pakat takda kuasa dah, normalize maki depa baling telur baling kasut dekat ahli politik sampah yang cuba bertanding lagi sebab nak kekal berkuasa. Takyah salam cium tangan dah.",negative,malaya
Apa yang dipinjam kita akan dapat balik,positive,malaya
"@KhairilAnuar @padangbolasepak Kawasan tangkak johor pun sama bro,kami dengan NGO besok dah nak buat sedekah tapi disebabkan tiada 'nama musibat' mereka terus tak bagi buat program ni. Surat pelepasan daripda pihak2 berwajib telah lulus.tapi disebabkan politik sampah terus program ni dibatalkan.",negative,malaya
"Penjawat awam yang angkuh, biadab dan tidak bertanggungjawab itu, yang sesetengah orang anggapnya ‘sarjana agama’, jelas sekali tidak faham seseorang tidak akan tahu bila ajal tiba",negative,malaya
"Jadi, persaingan tiga penjuru membabitkan penyertaan PAS adalah bonus kepada UMNO/BN Selangor yang datang kemudian,",positive,malaya
"Bagi Malaysia, negara ini perlu mempunyai pendekatan individu berasaskan tahap industri pada ketika ini",positive,malaya
Foto ketiga bagus,positive,malaya
@RFKhaleed Hahahaha. Yang ni kau tak kenal. Yang maybe kau kenal tu cerita lain. Hahah,positive,malaya
"Kali ini kajian ini sama ada menyebelahi BN atau pembangkang, peratusannya tidak jauh, tidak macam dulu",positive,malaya
Takut betul eh nak buat apa apa sekarang ni. Kau confirm akan kena kecam. Theres always people yang akan get your c https://t.co/7skv5Sg2I7,negative,malaya
"Pada masa sama, kita berharap universiti yang ada kepakaran seperti kaunseling dan psikologi, bekerjasama dengan pusat ini supaya pendekatan rawatan serta pemulihan secara saintifik dan spiritual bergerak seiring",positive,malaya
Tapi bukan untuk toxic relationship and suami yg dayus dan jahat ye Sbb tu dibolehkan penceraian supaya nasib wanit https://t.co/hwx8QvMRfG,negative,malaya
@fwmohamad_ Dah move on dah. Malas nk fikir panjang2,negative,malaya
UMNO duduk belakang Bersatu? PKR duduk depan sekali? Serius la?,neutral,malaya
Tindakan dipercayai dilakukan oleh seorang individu bagi menghalang SPR menurunkan poster itu mengikut peraturan baharu suruhanjaya berkenaan yang hanya membenarkan gambar calon dan pemimpin tertinggi parti sahaja dipaparkan. ,negative,malaya
@hyeyoln masuuk ni kak rame jb juga https://t.co/nPEEHls5vM,neutral,malaya
Kerajaan juga sudah cukup memfitnahnya,negative,malaya
"Elaun khas ini akan diterima oleh seluruh anggota bomba dan penyelamat iaitu seramai 13,342 dengan melibatkan peruntukan sebanyak RM2,668,400 sebulan dan RM32 juta setahun.",positive,malaya
Mmg takla org nak undi umno kalau prangai taik mcm ni,negative,malaya
"Kita boleh lihat sekarang di media sosial, parti pembangkang dan pemimpinnya bebas untuk memberi pandangan dan pendapat, tidak ada sekatan pun",negative,malaya
Ini pun dah tak demokratik dah,negative,malaya
amat terkejut dengan gurauan biadab terhadap calon pakatan pembangkang bagi kerusi Parlimen,negative,malaya
asas pengundian dalam demokrasi matang,positive,malaya
@eizlansyahhh Kedah,neutral,malaya
"#InfoOnWheels sekitar Parlimen P.122 Seputeh pada pagi hari ini, 8 Jun 2021. Kawasan yang terlibat : Jalan 1/109F, Taman Danau Desa Jalan 2/109F, Taman Danau Desa Jalan 3/109F, Taman Danau Desa Jalan 4/109F, Taman Danau Desa Jalan 5/109F, Taman Danau Desa https://t.co/KSZpsFs201",neutral,malaya
mantap Selangor,positive,malaya
@tjogall @glowvashh haha pekan dong anj,positive,malaya
Linda mahyudin hg makan taik ka time sarapan??,negative,malaya
"@pittssuda Mungkin sebab distribution cases tu terhad kepada lokasi2 spesifik yg menyebabkan hanya perlu kawal lokasi berkenaan sahaja? Cth, kalau kes2 hanya di Kuantan dan Temerloh, kenapa tutup Lipis, kenapa tutup Bentong, Rompin, Cameron etc? Kita tak ada akses ke data, Kerajaan ada. https://t.co/zVfeFKJisu",negative,malaya
Antara mereka yang terdedah kepada ancaman keselamatan ialah kakitangan Suruhanjaya Pilihan Raya (SPR) dan agensi kerajaan yang terlibat dalam memastikan kelancaran proses pemilihan.,negative,malaya
Kenyataan itu dibuat ekoran muncul klip audio yang tersebar melalui aplikasi WhatsApp yang mempunyai maklumat apa yang didakwa pembaziran melibatkan sepinggan kek hari jadi Datin Seri Rosmah Mansor ,negative,malaya
@peonyandtulip Macam mana eh nak cari florist dekat penang?,neutral,malaya
dengan ini rakyat sememangnya mengharapkan kerajaan betul-betul dapat membantu mereka menghadapi kos sara hidup yang semakin tinggi bagi membolehkan mereka menjalani kehidupan yang lebih berkualiti tanpa adanya tekanan kewangan yang keterlaluan,positive,malaya
Ia juga menjamin sekolah itu kekal relevan,positive,malaya
Ia tidak perlu melalui Parlimen kerana mahkamah boleh memasukkan apa juga peruntukan dan memodifikasikan akta itu,positive,malaya
"Jangan hanya bersandiwara dan main-mainkan seolah-olah Bumiputera di Pulau Pinang terus terpinggir, sedangkan agensi bertanggungjawab dipimpin pemimpin Umno.",negative,malaya
Confim flop kalau masuk EPL..x yah lah,negative,malaya
"Pelaksanaan penyelenggaraan itu dibantu oleh pihak bomba yang akan menentukan piawaian keselamatan yang ditetapkan,",positive,malaya
"pelantikan itu mencetuskan kritikan sesetengah pihak yang mendakwa individu yang menjuarai gerakan 'Lesbian, Gay, Biseksual dan Transeksual (LGBT) tidak sepatutnya dilantik sebagai kakitangan kementerian berkenaan.",negative,malaya
"Selain itu, ruang pembelajaran yang berbeza juga wajar disediakan serta pentaksiran pelajar tanpa peperiksaan",positive,malaya
@wannerrunner @f4kr0ls00d itu pondok umno kan? Kenape gitu semak samun? Takde ular bertelur kat situ ke?,negative,malaya
Kerajaan negeri Pahang diam ajer kerr aherherher #majuteruspahang,negative,malaya
Ini adalah fitnah terbesar kerana hidangan babi dalam gambar itu sangat sensitif kepada umat Islam.,negative,malaya
Yeyeah... Mendung dah sampai... Semoga terus bawa hujan,positive,malaya
"Penempatan Pegawai Perubatan di K1M, membabitkan penambahan perjawatan anggota sokongan, khususnya di bahagian farmasi.",positive,malaya
Iguro Obanai and Shinazugawa Sanemi https://t.co/1269OSlIY1,neutral,malaya
"Polemik terkini yang tular adalah berkaitan kemungkinan pihak tertentu mengetahui siapa yang mengundi parti yang mana, sedangkan undi adalah rahsia dan pengundi mempunyai kebebasan memilih.",negative,malaya
berita baik untuk anda yang mencari peluang pekerjaan:,positive,malaya
Menjadi bagian dalam upaya peningkatan ekspor pertanian tidak saja mendatangkan keuntungan namun juga membawa nama https://t.co/2KdySZhkGm,positive,malaya
Selebihnya pusat Tahfiz berkenaan dijangka siap diselenggara hujung Mac depan,positive,malaya
"So weird kan, arus politik tua dalam negara buktikan yang tua tidak semestinya lebih matang dan bijak. Dan pelik https://t.co/2OMnXdsrC2",negative,malaya
Penyebaran Maklumat Palsu Mengenai Pejabat Residen Miri Berita Penuh di https://t.co/iQuocOxgml https://t.co/58NWTUnSZM,negative,malaya
Peluang kita ada.,positive,malaya
@icrmpuff Jempol lu nanti jadi sixpack,neutral,malaya
Pendekatan kali ini lebih halus dan mood jentera kita cukup baik. ,positive,malaya
"Visi kami adalah untuk lihat kempen kami secara sihat, gerakan kami tidak menjurus kepada menanam kebencian dan perpecahan",positive,malaya
"Yang penting ialah pentadbiran dan pembangunan negara dibuat secara berhemah, tanpa pembaziran, tanpa rasuah",positive,malaya
didakwa atas tiga pertuduhan pecah amanak dan satu tuduhan menyalahgunakan kuasa,negative,malaya
"@winbrry_7 aku ada 2 baling baling bambu nih, benernang mah cpek",neutral,malaya
"Tiba musim pilihan raya, makin ramai syaitan muncul buat fitnah",negative,malaya
Ayer Hitam dianggap kawasan yang paling kuat dalam MCA dan BN,positive,malaya
"Kami kecewa dengan keputusan itu kerana ia melibatkan isu kepentingan awam,",negative,malaya
Saya bersama Umno lebih 50 tahun ada saat manis dan pahit tapi zaman (Datuk Seri) Najib adalah yang terburuk,negative,malaya
Kami akan menjalankan pemeriksaan (untuk mengetahui punca kegagalan sistem),positive,malaya
punya la tkda live duk rumah je... hari2 buat bnda sama tgk bnda sama,negative,malaya
Macam mana boleh dari Marcus Aurelius dulu pastu sekarang jadi Antonio,neutral,malaya
Hari ketiga Azwar Baheera tanpa pampers. Fuhh mencabar ea,neutral,malaya
"Mesyuarat tersebut yang akan dianggotai oleh menteri, badan bukan kerajaan (NGO) dan pakar akademik akan membincangkan secara terperinci mengenai struktur majlis berkenaan,",positive,malaya
Kita sedia hadapi sesiapa jua yang datang ke Bentong kerana kita mempunyai rekod pencapaian baik.,positive,malaya
Berkemungkinan besar seluruh Malaysia akan mempercayai berita palsu tersebut,negative,malaya
menggunakan fitnah sebagai bahan untuk menanam budaya kebencian dalam kalangan rakyat khususnya untuk mempengaruhi pengundi di atas pagar.,negative,malaya
@Cewejawaaja Yeah hbis dikecewain ya,negative,malaya
ahli akademik dan penganalisis politik Malaysia Bridget Welsh berkata PRU kali ini masih penuh dengan ketidaktentuan.,negative,malaya
"Kalau tidak, saya sendiri pecat mereka",negative,malaya
"Sangat membantu untuk orang kampung. Ni tak, kena pergi ke bandar or pekan untuk dicocok. Diorang dah tua susah nak https://t.co/z9XucfODDd",positive,malaya
Lagu-lagu citypop / 80s/ remix version memang paling mantep buat singalong ataupun didengar saat nyetir/berkendara. https://t.co/YcDiDUh4bn,neutral,malaya
@lyasrfna @itsaunibalqis Selangor johor kedah sume cuti hahaj . Agung malaysia gila bukan negeri,neutral,malaya
"Maka benar apabila dikatakan bahawa terkait hak selaku individu, sang penganut LGBT punyai segenap hak untuk mempertahankan kecenderungan mereka, sebegitu juga ada kebenarannya apabila terdapat pihak yang mengatakan perihal ini",positive,malaya
Beliau berkata keputusan untuk membubarkan Parlimen esok tidak terlambat seperti didakwa oleh pembangkang kerana pilihan raya umum diadakan dua bulan lebih awal daripada yang diperlukan.,negative,malaya
Tentulah kerajaan perlu ambil kira keperluan sebenar dengan ambil kira pandangan dari pihak hospital sendiri,positive,malaya
"@LagaCawan Tak nak bagi air kat Penang, tapi nak beli kereta kat Penang. Chibai. Muka macam gajah takde belalai.",negative,malaya
"Bukan sahaja perumahan, malah pemimpin tempatan juga banyak membantu saya dalam hal berkaitan pendidikan serta kebajikan anak-anak",positive,malaya
"Kami berpendapat, sebarang persoalan mengaitkan isu politik yang timbul mestilah diselesaikan dengan hujah dan fakta.",positive,malaya
@BroAfiq Admin. P@ssword,neutral,malaya
"Inisiatif Felda 2.0 adalah usaha kita untuk merapatkan jurang pendapatan antara luar bandar dengan bandar selain menjadikan komuniti Felda sebagai komuniti pintar dan lestari,",positive,malaya
beliau sama sekali tidak boleh menerima tindakan kerajaan memperkenalkan cukai barang dan perkhidmatan,negative,malaya
setiap kali bertemu mulalah bertengkar disebabkan hal-hal politik,negative,malaya
Pusat Vaksinasi COVID-19 di Putrajaya Presint 15 #Politik #NormaBaharu #PKP #SOP #Darurat #Menteri https://t.co/YhrLxSl02z,neutral,malaya
Kita menjemput Israel bukan atas kehendak kita.,negative,malaya
"Walaupun ada liputan meluas media mengenai Dr Mahathir dan pencalonannya sebagai Perdana Menteri, ia bukan petanda baik untuk Pakatan Harapan",positive,malaya
"nk balik sangtkan balik terus jgn balik kl dgn selangor dh....dri ahli politik, artis sampai kerakyat biasa semuanya bangang dri sana",negative,malaya
Kita (Felcra) perlu mempelbagaikan usaha (untuk meningkatkan perolehan) berikutan isu minyak sawit dengan EU,positive,malaya
pada 5 Januari 2018 nilainya berada pada kedudukan tertinggi dalam tempoh 17 bulan dan kembali kepada paras psikologi di bawah RM4.00,positive,malaya
No sticker. No gambar parti. No gambar muka sendiri.,negative,malaya
Tukang supply setiap kelas patiyah hihi thank you sohabat sohabat @rahdaugh @miraieeeee @Fazzzlyn,positive,malaya
So ada cina create fake akaun impersonate melayu and tweet berbaur racism and controversial semata mata nak bagi bergolak isu perkauman and dia dari DAP muda. Lol.,negative,malaya
Pemberian vaksin kepada rakyat Selangor sangat perlahan berbanding negeri lain. Kerajaan negeri Selangor sangat per https://t.co/8DKeczeNOw,negative,malaya
Apa yang saya kata ialah pemaju menyerahkan dokumen penting kepada kami supaya kami dapat memindahkan pemilikan tanah itu kembali kepada Felda,positive,malaya
"Daa buat awal,hantar last last minit gak",neutral,malaya
Keutamaan ketika ini adalah bekerja untuk Barisan Nasional (BN).,positive,malaya
"Sebagai pembangkang yang matang dan sejahtera, PAS akan menghadapi pilihan raya umum dan tidak menumbang kerajaan dari pintu belakang",positive,malaya
hari ini diperintah oleh Mahkamah Rayuan agar membayar ganti rugi,negative,malaya
Bodoh dgn kerajaan asyik sambung pkp pkp jelah sampai kiamat mental gak camni,negative,malaya
Takde jaminan kalau katak PPBM kalah nanti akan stay Dalam parti terutamanya katak Sabah.,negative,malaya
"[TERKINI] Setiausaha SPR, Datuk Ikmalrudin Ishak memaklumkan pihaknya telah menerima pemaklum rasmi daripada Speaker Dun Sarawak, Datuk Amar Mohamad Asfia Awang Nassar berhubung dengan tamat tempoh Dun Sarawak yang ke-18. #AWANIterkini https://t.co/rpvJJJoOT8",neutral,malaya
Uwaaaa tak sempat bawak Iris pi lagi...,negative,malaya
"Pendekatan ketiga adalah dengan menghimpunkan eksperimen dari pelbagai subjek di bawah satu tema. Misalnya, katak https://t.co/6gACGfWA4n",neutral,malaya
"sekarang memang ada perlawanan siapa nak tambak &amp; jarah hutan paling cepat di Malaysia ke? Sarawak dah banyak kena tebang hutan, Tasik Chini dah macam nak botak dan sekarang Penang kekal dengan idea tambak laut? Senang cerita, SEMUA SAMA JE! TAMAK! MUNAFIK!",negative,malaya
@zhafran_lxxvii @FlareEzzano Kalau tidak buat ape nak meroyan pasal ambik phone dan privasi ? Parents dia orang l https://t.co/FvqMJ6cGKv,neutral,malaya
@tipukini @PartiAmanah tengok geng2 pembangkang korang. masalah Selangor punya besar tu pun xleh handle,negative,malaya
"Ini merupakan perkembangan yang sangat positif memandangkan hanya 193,000 visa dikeluarkan bagi tempoh yang sama tahun lepas",positive,malaya
Nothing permanent bro. Lek lek sudah,positive,malaya
CassToff KYCINE AllStarSayaSaASAP https://t.co/Y6vBkC0K0m,neutral,malaya
Saya juga telah berhubung dengan pihak Polis Persekutuan Australia (AFP) dan mereka mengesahkan tidak ada unsur jenayah tetapi transaksi kewangan yang dilakukan itu mempunyai had tertentu dan dia menggunakan pihak ketiga dalam urusan transaksi berkenaan,positive,malaya
"Local: Sabah Int: NZ Int tu even belum mampu lagi, insyaAllah one day. hahah",neutral,malaya
"Oleh kerana peranan penting mereka dalam sistem ekonomi, bank mempunyai tanggungjawab tambahan untuk mengekalkan kepercayaan dan keyakinan orang ramai",positive,malaya
"Malaysia dan AS telah bekerja keras berhubung langkah-langkah keselamatan perjalanan, dari segi memastikan pengembara adalah sah dan berusaha tentang maklumat pasport yang hilang atau dicuri",positive,malaya
Kita beralih pula kepada konsep participatory democracy dengan rakyat terbanyak diberikan peluang untuk menyuarakan pendapat dalam pelaksanaan kuasa oleh pihak kerajaan selepas mereka mendapat mandat pemerintahan melalui proses pilihan raya.,positive,malaya
Mobile Apps ini sudah hampir siap dan kita jangka ia dilancarkan pada Mac depan bagi memudahkan rakyat mendapatkan maklumat berkenaan pasar tani di seluruh negara,positive,malaya
"Oleh itu, slogan 'Ini Kalilah' pada PRU lalu tidak membawa banyak kesan dan perubahan kepada pengundi Melayu,",positive,malaya
"Justeru, kepercayaan itu perlu diterjemah kepada kerja keras untuk membantu masyarakat Cina.",positive,malaya
Wtf China nak tuntut kawasan yg jauh lebih 2000km drpd dorg sebagai Wilayah dorg?? Ko jgn main2 china~ ni kawasan S https://t.co/nnREnpLVTc,negative,malaya
"Langkah yang logikal dan realistik perlu dalam menyelesaikan isu berkaitan golongan muda, bukan hanya menjanjikan penyelesaian yang tidak boleh dicapai seperti yang dibuat sesetengah pihak",positive,malaya
"Dan untuk boleh membezakan antara apa itu yang benar dan apa yang palsu, kamu perlu lebih mengetahui mengenai segala-galanya",positive,malaya
"Individu tax tinggi dah. T20 paling rendah 24%, paling tinggi 30%. Cukai syarikat 24% tu kira tinggi dah dalam SEA. Kalau naik lg, pelabur tak minat. GST dulu elok dah. Boleh adjust ikut situasi. Tapi PH mansuh. CGT pun PH tak berani buat sebab jaga taukeh juga. Kita tak lupa.",negative,malaya
"Pembangkang sila buat kerja cerdik sikit. Selain berlakon bagi bakul makanan, bila nak come out with the data. Buat https://t.co/gOeNveN9aM",negative,malaya
"@amirulashaffAR Betul gak tab. Kalau diteliti lebih mendalam, mmg tu agenda mereka merebut takhta. Tak kira parti m https://t.co/z7n1IS8G2y",negative,malaya
Nasib sik byk pkei duit,neutral,malaya
peningkatan jumlah wanita dalam senarai calon BN merupakan testimoni kepada komitmen kerajaan dalam memperkasakan golongan itu.,positive,malaya
Orang angkat bendera putih bukan sebab dh give up dgn kehidupan org tua oi. Org dah give up dgn kerajaan yg sedia a https://t.co/m5K4yK5Gfb,negative,malaya
Ini adalah suatu bentuk tindakan dayus dan tidak bermaruah,negative,malaya
sebulat suara memutuskan demikian selepas membenarkan rayuan syarikat perlombongan emas itu.,positive,malaya
Dan dah tercarut.,negative,malaya
"@afztlhsna Inilah KI yg dulu, lincah gelecek atas padang",positive,malaya
Orang lain pun takdelah nak back up sangat si Ronnue Liu ni. Orang-orang DAP pun ramai yang tak back up. Tapi over lah kau mat sampai nak samakan DAP dengan Israel. Haus isu perkauman ke bang?,negative,malaya
Kami juga senada tentang potensi kemungkinan IS merekrut penyokong daripada kalangan pelarian dan mereka yang ditindas.,positive,malaya
Dengar lagu.,neutral,malaya
Tidak ada rakyat Malaysia yang mahukan perasaan kebencian ini terus ditanam dan disemai di dalam jati diri setiap warganegara,positive,malaya
'onsoi' yang bermaksud baik dalam bahasa Murut,positive,malaya
@Mateluah Court tennis. Tu pun penuh,neutral,malaya
"Jelajah Malaysia Prihatin diteruskan dengan Dialog bersama agensi kerajaan dan pemimpin masyarakat berkenaan Berita Palsu di Dewan Kemas Alor Tampang, Beseri. Terima kasih SKMM Pejabat Negeri Perlis atas perkongsian input. #TakPastiJanganKongsi https://t.co/bYOQIEqS9h",positive,malaya
orang kuantan yg ada buat delivery makanan apa2 tu boleh lah letak di bawah ini ayuh sama2 kita bantu satu sama lain @KuantanTV,neutral,malaya
"Wahai anak muda. lihatlah akibat dari tersalah undi. Ingat ye, pilihanraya bukan tempat untuk test test cuba jaya.. pic: MRT Kepong era PH. https://t.co/T98hLE340Y",negative,malaya
"Menurut pemimpin #Umno Sabah, tindakan keras terhadap pendatang tanpa izin harus dimulakan sehingga wabak Covid-19 https://t.co/dtWslJnyi4",negative,malaya
"Hai guys! Singgah lah ke profile i, kat situ ada link ig utk brownies and cakes sedap. Special utk Pasir Gudang and Jb people!",positive,malaya
Sebab itu kita nak ambil balik tanah,positive,malaya
"@Petronas @MOTMalaysia @lautMY @JKJAVMY @Khairykj mcm mana vaksinasi utk pekerja sektor perkapalan,pelabuhan,pelant https://t.co/OBYpKliHLl",neutral,malaya
nampaknya kita sudah sampai ke peringkat di mana bukan sahaja kerajaan berhutang daripada china tetapi juga daripada rakyat jelata,negative,malaya
Parti liar di balai polis,negative,malaya
"Ini perlu difahami oleh pendokong LGBT dan seluruh warga Malaysia tak kira kaum atau agama, yang sewajarnya mengambil langkah secara beserdehana dan dalam konteks Malaysia sepertimana penulisan saya yang seringkali saya tekankan adalah keperluan memeluk erat asas penubuhan Malaysia iaitu Rukun Negara yang berteraskan Perlembagaan Persekutuan.",positive,malaya
Kita mahu menjalankan eksperimen,positive,malaya
"Balik pulau ni siapa yang pernah pi kira kawasan yang tak terima pembangunan kat dalam Penang, majoriti melayu (kecuali kebun durian haha). Jadi kawasan macam teluk kumbar, gertak sanggul ke atas ni, mesin ATM pun takdak. Paling dekat tak silap aku kena pi Petronas Balik Pulau",negative,malaya
"@UdinChor Kalau nk komplen atau kutuk kerajaan, kena mention skali blok mana. Contoh eh maki bangsat punya kerajaan https://t.co/HNg59PiYe5",negative,malaya
Berita palsu bukan hanya melibatkan kerajaan sahaja,negative,malaya
"Kalau kerajaan Penang still nak teruskan tambak, warga Penang kene turun demo tengah laut macam Bali buat dulu untuk #TolakReklamasi #PenangTolakTambak #CancelPSR https://t.co/9uk9zpkJtI",negative,malaya
"Kenyataan Media YB Menteri Kerajaan Tempatan dan Perumahan dan Menteri Kewangan II Negeri Sabah Bertarikh 13 Julai 2021. https://t.co/ecErGoPro8 Sumber: Kenyataan Media Harian Kerajaan Negeri Sabah, 13 Julai 2021 #JaPenSabah #MenangBersama #COVID19",neutral,malaya
Siapa sahaja calon yang membawa bendera BN wajib kita sokong.,positive,malaya
bekas perdana menteri itu mengaku tidak bersalah terhadap tiga tuduhan pecah amanah dan satu pertuduhan penyalahgunaan kuasa berkaitan dengan dana,negative,malaya
hr 186 bpm,neutral,malaya
Sidang Parlimen : BN Sabah Sambut Baik Titah Agong https://t.co/h1UM3Awnns https://t.co/AtZOXzD4YU,positive,malaya
Driver taman medan memang gila2 la siut,negative,malaya
Hahahahaah kak neelo kau!!! Nilai pindah selangor terus jadi tak bernilai,negative,malaya
Kami semua bersatu hati,positive,malaya
CONGRATSSSS SKRRT SKKKRTT,neutral,malaya
Sebenarnya pendapatan kerajaan tiap tahun sejak 2009 hingga 2017 jauh lebih tinggi (3 kali ganda) daripada pendapatan Kerajaan pada 1995-2002. ,positive,malaya
"Patutlah sampai sekarang banyak kawasan di Kelantan tiada air bersih. Parti yang memerintah tiada 'sense of urgency'. Sekarang sudah jadi kerajaan pusat, perangai tetap sama.",negative,malaya
@irfaanfikri Makan lah,positive,malaya
"LokalPride "" Pegang boleh lihat jangan"". Durasipanjangnya: https://t.co/jbAhQxDMk8 https://t.co/xXRCJKf5eu",neutral,malaya
@padawan725 Pls video gelek sekali,neutral,malaya
KJRI Jeddah Ungkap Alasan Arab Saudi Belum Umumkan Keputusan Soal Haji https://t.co/OOzj8BBFAd Dana Haji Aman #StopHoaxDanaHaji,positive,malaya
Punca masalah pada kita sendiri,positive,malaya
Aku dahlah tak habis study lagi ni,neutral,malaya
Kami juga kesejukan tetapi terpaksa bertahan dan berdoa semoga semuanya berakhir segera,positive,malaya
Petugas pilihan raya dan media juga bakal menghabiskan masa berjam-jam di jalan raya semasa kempen serta pada hari penamaan calon dan hari mengundi,negative,malaya
"Bagaimanapun, terbukti hanya dalam tempoh enam bulan, 11,000 peneroka mendapat kepercayaan dan kembali bersama FELDA",positive,malaya
@twt_muo ada yang boleh bantu?,neutral,malaya
"Kebanyakan mereka yang tinggal di Wilayah Persekutuan ini sebenarnya mampu dan sanggup membeli rumah berkenaan, cuma mereka tidak pasti mengenai program berkenaan",negative,malaya
@ezmirshafiq @carputapp Ok otw nak riki! Thanks influenza!,positive,malaya
Terima kasih Kerajaan Sarawak atas keperihatinan mengenai kebajikan atlet Sarawak. SUFC amat menghargai usaha dan p https://t.co/uqfxYDuJPy,positive,malaya
BAPAK SIKIT,negative,malaya
"Kita hendak mendekati masyarakat dengan cara sebegini sesuai dengan cogan kata Polis Diraja Malaysia (PDRM), iaitu ‘Polis dan Masyarakat Berpisah Tiada’,",positive,malaya
Kamu tahu tak .netizens menanggis kerana pemimpin celaka.main rasuah .heret politik.kiv persidangan parlimen .kam https://t.co/aUssJ7MSKp,negative,malaya
